H1009
     172.0      30.0       4.693    0.758
        10.
CONDITION 5(MAN)
      123.      14.9      310.
      122.      14.8      312.
      123.      14.7      318.
      122.      14.5      327.
      123.      14.1      338.
      122.      13.2      348.
      123.      12.5      358.
      122.      11.6      368.
      123.      10.9      377.
      122.      10.2      384.
      123.       9.9      385.
      122.       9.8      380.
      121.       9.9      370.
      120.       9.8      358.
      121.       9.8      348.
      120.       9.7      337.
      121.       9.4      327.
      120.       8.9      316.
      121.       8.2      307.
      120.       8.0      297.
      121.       7.5      288.
      120.       7.1      279.
      121.       7.0      270.
      120.       6.6      261.
      122.       6.4      252.
      121.       6.4      244.
      120.       6.1      236.
      121.       6.0      227.
      120.       5.9      219.
      121.       5.8      211.
      120.       5.7      202.
      121.       5.6      195.
      120.       5.5      186.
      121.       5.5      179.
      120.       5.4      170.
      121.       5.4      162.
      120.       5.3      155.
      121.       5.3      150.
      120.       5.4      145.
      119.       5.5      140.
      118.       5.9      135.
      117.       6.3      132.
      116.       6.5      130.
      115.       7.2      129.
      114.       7.4      128.
      113.       8.1      129.
      112.       8.7      132.
      111.       9.1      135.
      110.       9.8      137.
      109.      10.3      136.
      108.      10.8      134.
      109.      11.1      134.
      108.      11.5      138.
      107.      11.8      142.
      109.      12.1      142.
      108.      12.4      140.
      109.      12.5      138.
      108.      12.8      137.
      109.      13.0      135.
      108.      13.2      134.
      107.      13.4      132.
      109.      13.4      130.
     9999.












CONDITION 1
      123.      14.7      670.
      122.      14.6      669.
      123.      14.6      662.
      122.      14.5      653.
      123.      13.8      642.
      122.      13.1      631.
      123.      12.2      620.
      122.      11.5      608.
      123.      10.6      597.
      122.      10.0      588.
      123.       9.1      578.
      122.       8.7      569.
      121.       8.2      560.
      120.       8.1      550.
      121.       7.5      542.
      120.       7.1      532.
      121.       6.8      524.
      120.       6.7      516.
      121.       6.6      507.
      120.       6.3      500.
      121.       6.1      491.
      120.       6.0      483.
      121.       5.9      476.
      120.       5.7      468.
      122.       5.6      460.
      121.       5.5      452.
      120.       5.5      445.
      121.       5.5      436.
      120.       5.4      429.
      121.       5.4      421.
      120.       5.3      414.
      121.       5.3      406.
      120.       5.2      398.
      121.       5.2      390.
      120.       5.2      382.
      121.       5.1      375.
      120.       5.1      366.
      121.       5.0      358.
      120.       5.0      350.
      119.       5.0      342.
      118.       5.0      333.
      117.       5.0      325.
      116.       4.9      317.
      115.       4.9      309.
      114.       4.9      300.
      113.       4.8      292.
      112.       4.9      284.
      111.       4.8      276.
      110.       4.8      267.
      109.       4.8      260.
      108.       4.8      251.
      107.       4.8      243.
      108.       4.8      235.
      107.       4.9      227.
      108.       4.9      219.
      107.       5.0      211.
     9999.
CONDITION 2
      123.      14.6      310.
      122.      14.5      312.
      123.      14.5      318.
      122.      14.4      327.
      123.      14.0      337.
      122.      13.1      347.
      123.      12.2      357.
      122.      11.5      367.
      123.      10.8      377.
      122.      10.2      386.
      123.       9.6      395.
      122.       9.0      403.
      121.       8.9      413.
      120.       8.4      422.
      121.       8.1      430.
      120.       7.9      438.
      121.       7.6      446.
      120.       7.4      455.
      121.       7.2      463.
      120.       7.1      471.
      121.       7.1      479.
      120.       6.8      487.
      121.       6.8      495.
      120.       6.8      503.
      122.       6.7      511.
      121.       6.7      518.
      120.       6.6      527.
      121.       6.6      534.
      120.       6.5      542.
      121.       6.5      550.
      120.       6.4      558.
      121.       6.4      565.
      120.       6.3      572.
      121.       6.3      580.
      120.       6.3      588.
      121.       6.2      595.
      120.       6.2      603.
      121.       6.1      610.
      120.       6.1      618.
      119.       6.1      626.
      118.       6.1      633.
      117.       6.0      640.
      116.       6.1      648.
      115.       6.1      656.
      114.       6.1      663.
      113.       6.0      671.
      112.       6.0      678.
      111.       6.0      685.
      110.       6.0      693.
      109.       6.0      700.
      108.       6.0      708.
      109.       5.9      720.
      108.       5.9      723.
      107.       5.9      730.
      109.       5.9      738.
      108.       5.9      746.
     9999.
CONDITION 3 ( 50% )
       80.       9.5      405.
       79.       9.4      404.
       80.       9.4      403.
       79.       9.3      398.
       80.       9.3      392.
       79.       9.2      386.
       80.       8.8      378.
       79.       8.2      372.
       80.       7.8      365.
       79.       7.5      357.
       80.       7.3      351.
       79.       6.8      344.
       80.       6.5      337.
       79.       6.3      330.
       80.       6.1      323.
       79.       5.6      316.
       80.       5.5      310.
       79.       5.2      303.
       80.       5.1      296.
       79.       5.0      290.
       80.       4.8      282.
       79.       4.8      276.
       80.       4.7      270.
       79.       4.6      263.
       80.       4.6      256.
       79.       4.5      250.
       80.       4.4      243.
       79.       4.5      237.
       80.       4.4      231.
       79.       4.3      225.
       80.       4.4      218.
       79.       4.3      212.
       80.       4.4      205.
       79.       4.3      199.
       80.       4.4      193.
       79.       4.3      187.
       80.       4.2      181.
       79.       4.3      175.
       80.       4.2      169.
       79.       4.1      163.
       80.       4.2      157.
       79.       4.1      151.
       80.       4.2      146.
       79.       4.1      139.
       80.       4.2      133.
       79.       4.1      127.
       80.       4.2      121.
       79.       4.1      115.
       80.       4.0      110.
       79.       4.1      104.
       80.       4.0       98.
       79.       4.1       93.
       80.       4.0       87.
       79.       4.1       81.
       80.       4.0       76.
       79.       4.1       70.
       80.       4.0       65.
       79.       4.1       59.
       80.       4.0       53.
       79.       4.1       47.
       80.       4.0       42.
       79.       4.1       36.
       80.       4.0       30.
       79.       3.9       24.
       80.       4.0       18.
       79.       3.9       12.
       80.       4.0        6.
     9999.
CONDITION 4 ( 50% )
       80.       9.1       45.
       79.       9.0       46.
       80.       9.1       49.
       79.       9.0       54.
       80.       8.9       61.
       79.       8.7       69.
       80.       8.5       77.
       79.       8.2       84.
       80.       7.7       91.
       79.       7.5       98.
       80.       7.3      105.
       79.       6.9      111.
       80.       6.5      118.
       79.       6.2      124.
       80.       6.1      130.
       79.       5.9      136.
       80.       5.7      142.
       79.       5.7      148.
       80.       5.6      154.
       79.       5.5      160.
       80.       5.4      165.
       79.       5.4      171.
       80.       5.3      177.
       79.       5.2      182.
       80.       5.2      188.
       79.       5.1      194.
       80.       5.0      199.
       79.       5.0      205.
       80.       4.9      211.
       79.       4.9      216.
       80.       4.8      222.
       79.       4.8      227.
       80.       4.8      233.
       79.       4.7      239.
       80.       4.6      244.
       79.       4.6      250.
       80.       4.6      256.
       79.       4.5      262.
       80.       4.6      267.
       79.       4.5      273.
       80.       4.6      277.
       79.       4.5      284.
       80.       4.4      289.
       79.       4.5      295.
       80.       4.4      300.
       79.       4.5      306.
       80.       4.4      311.
       79.       4.5      317.
       80.       4.4      322.
       79.       4.5      328.
       80.       4.4      333.
       79.       4.5      338.
       80.       4.4      344.
       79.       4.5      349.
       80.       4.4      355.
       79.       4.5      360.
       80.       4.4      366.
       79.       4.3      372.
       80.       4.4      377.
       79.       4.3      383.
       80.       4.4      389.
       79.       4.3      394.
       80.       4.4      400.
       79.       4.3      406.
       80.       4.2      412.
       79.       4.3      418.
       80.       4.2      423.
     9999.





